CNPJ_CIA;DENOM_CIA;DT_REFER;CD_CVM;ID_DOC;VERSAO;stock.type;stock.class;qtd.issued
08.493.364/0001-62;CIA MINEIRA DE A;2013-03-31;21709;31120;1;ON;0;134126369
08.493.364/0001-62;CIA MINEIRA DE A;2013-03-31;21709;31120;1;PN;0;0
08.493.364/0001-62;CIA MINEIRA DE A;2014-03-31;21709;41182;2;ON;0;134126369
08.493.364/0001-62;CIA MINEIRA DE A;2014-03-31;21709;41182;2;PN;0;0
08.493.364/0001-62;CIA MINEIRA DE A;2015-03-31;21709;50402;1;ON;0;134126369
08.493.364/0001-62;CIA MINEIRA DE A;2015-03-31;21709;50402;1;PN;0;0
08.493.364/0001-62;CIA MINEIRA DE A;2016-03-31;21709;52342;2;ON;0;134126369
08.493.364/0001-62;CIA MINEIRA DE A;2016-03-31;21709;52342;2;PN;0;0
08.493.364/0001-62;CIA MINEIRA DE A;2017-03-31;21709;59440;1;ON;0;134126369
08.493.364/0001-62;CIA MINEIRA DE A;2017-03-31;21709;59440;1;PN;0;0
08.493.364/0001-62;CIA MINEIRA DE A;2018-03-31;21709;68510;1;ON;0;134126369
08.493.364/0001-62;CIA MINEIRA DE A;2018-03-31;21709;68510;1;PN;0;0
08.493.364/0001-62;CIA MINEIRA DE A;2019-03-31;21709;77672;1;ON;0;134126369
08.493.364/0001-62;CIA MINEIRA DE A;2019-03-31;21709;77672;1;PN;0;0
08.493.364/0001-62;CIA MINEIRA DE A;2020-03-31;21709;87080;1;ON;0;134126369
08.493.364/0001-62;CIA MINEIRA DE A;2020-03-31;21709;87080;1;PN;0;0
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2010-01-01;21717;5457;6;ON;0;45759895
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2010-01-01;21717;5457;6;PN;0;0
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2011-01-01;21717;14674;5;ON;0;48193455
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2011-01-01;21717;14674;5;PN;0;0
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2012-01-01;21717;26822;13;ON;0;44754348
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2012-01-01;21717;26822;13;PN;0;0
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2013-01-01;21717;36204;8;ON;0;44754348
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2013-01-01;21717;36204;8;PN;0;0
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2014-01-01;21717;47019;9;ON;0;45999897
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2014-01-01;21717;47019;9;PN;0;0
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2015-01-01;21717;55946;8;ON;0;45497726
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2015-01-01;21717;55946;8;PN;0;0
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2016-01-01;21717;65449;6;ON;0;44115126
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2016-01-01;21717;65449;6;PN;0;0
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2017-01-01;21717;75058;4;ON;0;44115126
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2017-01-01;21717;75058;4;PN;0;0
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2018-01-01;21717;83321;11;ON;0;44115126
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2018-01-01;21717;83321;11;PN;0;0
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2019-01-01;21717;85282;3;ON;0;44115126
05.341.549/0001-63;TARPON INVESTIMENTOS S.A.;2019-01-01;21717;85282;3;PN;0;0
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2010-01-01;21725;7224;5;ON;0;80359734
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2010-01-01;21725;7224;5;PN;0;0
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2011-01-01;21725;13749;3;ON;0;80359734
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2011-01-01;21725;13749;3;PN;0;0
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2012-01-01;21725;27214;5;ON;0;80359734
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2012-01-01;21725;27214;5;PN;0;0
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2013-01-01;21725;35120;6;ON;0;81359734
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2013-01-01;21725;35120;6;PN;0;0
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2014-01-01;21725;45046;7;ON;0;81359734
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2014-01-01;21725;45046;7;PN;0;0
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2015-01-01;21725;55068;9;ON;0;81359734
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2015-01-01;21725;55068;9;PN;0;0
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2016-01-01;21725;69899;24;ON;0;81359734
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2016-01-01;21725;69899;24;PN;0;0
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2017-01-01;21725;74196;5;ON;0;81359734
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2017-01-01;21725;74196;5;PN;0;0
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2018-01-01;21725;83122;5;ON;0;81359734
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2018-01-01;21725;83122;5;PN;0;0
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2019-01-01;21725;88972;3;ON;0;81359734
10.345.009/0001-98;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.;2019-01-01;21725;88972;3;PN;0;0
01.027.058/0001-91;CIELO S.A.;2010-01-01;21733;8236;11;ON;0;545913520
01.027.058/0001-91;CIELO S.A.;2010-01-01;21733;8236;11;PN;0;0
01.027.058/0001-91;CIELO S.A.;2011-01-01;21733;15971;10;ON;0;545913520
01.027.058/0001-91;CIELO S.A.;2011-01-01;21733;15971;10;PN;0;0
01.027.058/0001-91;CIELO S.A.;2012-01-01;21733;26785;9;ON;0;545913520
01.027.058/0001-91;CIELO S.A.;2012-01-01;21733;26785;9;PN;0;0
01.027.058/0001-91;CIELO S.A.;2013-01-01;21733;36620;9;ON;0;545913520
01.027.058/0001-91;CIELO S.A.;2013-01-01;21733;36620;9;PN;0;0
01.027.058/0001-91;CIELO S.A.;2014-01-01;21733;44882;8;ON;0;1572230938
01.027.058/0001-91;CIELO S.A.;2014-01-01;21733;44882;8;PN;0;0
01.027.058/0001-91;CIELO S.A.;2015-01-01;21733;55704;11;ON;0;2264012551
01.027.058/0001-91;CIELO S.A.;2015-01-01;21733;55704;11;PN;0;0
01.027.058/0001-91;CIELO S.A.;2016-01-01;21733;64358;19;ON;0;2716815061
01.027.058/0001-91;CIELO S.A.;2016-01-01;21733;64358;19;PN;0;0
01.027.058/0001-91;CIELO S.A.;2017-01-01;21733;73724;16;ON;0;2716815061
01.027.058/0001-91;CIELO S.A.;2017-01-01;21733;73724;16;PN;0;0
01.027.058/0001-91;CIELO S.A.;2018-01-01;21733;82480;21;ON;0;2716815061
01.027.058/0001-91;CIELO S.A.;2018-01-01;21733;82480;21;PN;0;0
01.027.058/0001-91;CIELO S.A.;2019-01-01;21733;93321;17;ON;0;2716815061
01.027.058/0001-91;CIELO S.A.;2019-01-01;21733;93321;17;PN;0;0
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2010-01-01;21741;4118;3;ON;0;1000
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2010-01-01;21741;4118;3;PN;0;0
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2011-01-01;21741;13685;3;ON;0;1000
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2011-01-01;21741;13685;3;PN;0;0
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2012-01-01;21741;24602;9;ON;0;1880415
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2012-01-01;21741;24602;9;PN;0;0
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2013-01-01;21741;35412;3;ON;0;1e+05
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2013-01-01;21741;35412;3;PN;0;0
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2014-01-01;21741;43190;7;ON;0;1e+05
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2014-01-01;21741;43190;7;PN;0;0
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2015-01-01;21741;54499;13;ON;0;1e+05
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2015-01-01;21741;54499;13;PN;0;0
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2016-01-01;21741;62586;15;ON;0;1e+05
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2016-01-01;21741;62586;15;PN;0;0
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2017-01-01;21741;71895;8;ON;0;1e+05
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2017-01-01;21741;71895;8;PN;0;0
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2018-01-01;21741;81569;11;ON;0;1e+05
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2018-01-01;21741;81569;11;PN;0;0
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2019-01-01;21741;93263;14;ON;0;1e+05
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2019-01-01;21741;93263;14;PN;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2010-01-01;21750;3148;1;ON;0;2e+06
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2010-01-01;21750;3148;1;PN;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2011-01-01;21750;13083;2;ON;0;2e+06
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2011-01-01;21750;13083;2;PN;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2012-01-01;21750;16789;2;ON;0;2e+06
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2012-01-01;21750;16789;2;PN;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2013-01-01;21750;29432;2;ON;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2013-01-01;21750;29432;2;PN;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2014-01-01;21750;38856;1;ON;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2014-01-01;21750;38856;1;PN;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2015-01-01;21750;47656;2;ON;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2015-01-01;21750;47656;2;PN;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2016-01-01;21750;57156;1;ON;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2016-01-01;21750;57156;1;PN;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2017-01-01;21750;70353;2;ON;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2017-01-01;21750;70353;2;PN;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2018-01-01;21750;75410;1;ON;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2018-01-01;21750;75410;1;PN;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2019-01-01;21750;84556;1;ON;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2019-01-01;21750;84556;1;PN;0;0
07.073.027/0001-53;TIVIT TERCEIRIZA;2010-01-01;21768;3575;6;ON;0;88990128
07.073.027/0001-53;TIVIT TERCEIRIZA;2010-01-01;21768;3575;6;PN;0;0
10.846.981/0001-46;CENTENNIAL ASSET PARTICIPA;2010-01-01;21776;6517;10;ON;0;992456396
10.846.981/0001-46;CENTENNIAL ASSET PARTICIPA;2010-01-01;21776;6517;10;PN;0;0
10.846.981/0001-46;CENTENNIAL ASSET PARTICIPA;2011-01-01;21776;16720;12;ON;0;992456396
10.846.981/0001-46;CENTENNIAL ASSET PARTICIPA;2011-01-01;21776;16720;12;PN;0;0
10.846.981/0001-46;CENTENNIAL ASSET PARTICIPA;2012-01-01;21776;19802;2;ON;0;992456396
10.846.981/0001-46;CENTENNIAL ASSET PARTICIPA;2012-01-01;21776;19802;2;PN;0;0
10.847.761/0001-37;EBX BRASIL S.A.;2010-01-01;21784;3643;2;ON;0;13801501
10.847.761/0001-37;EBX BRASIL S.A.;2010-01-01;21784;3643;2;PN;0;0
10.847.761/0001-37;EBX BRASIL S.A.;2011-01-01;21784;17368;7;ON;0;73801501
10.847.761/0001-37;EBX BRASIL S.A.;2011-01-01;21784;17368;7;PN;0;0
10.847.761/0001-37;EBX BRASIL S.A.;2012-01-01;21784;26119;10;ON;0;215041244
10.847.761/0001-37;EBX BRASIL S.A.;2012-01-01;21784;26119;10;PN;0;0
10.847.761/0001-37;EBX BRASIL S.A.;2013-01-01;21784;34274;6;ON;0;215041244
10.847.761/0001-37;EBX BRASIL S.A.;2013-01-01;21784;34274;6;PN;0;0
09.358.105/0001-91;CETIP S.A. - BALC;2010-01-01;21792;8256;10;ON;0;0
09.358.105/0001-91;CETIP S.A. - BALC;2010-01-01;21792;8256;10;PN;0;0
09.358.105/0001-91;CETIP S.A. - BALC;2011-01-01;21792;17540;17;ON;0;255052517
09.358.105/0001-91;CETIP S.A. - BALC;2011-01-01;21792;17540;17;PN;0;0
09.358.105/0001-91;CETIP S.A. - BALC;2012-01-01;21792;27371;13;ON;0;259246146
09.358.105/0001-91;CETIP S.A. - BALC;2012-01-01;21792;27371;13;PN;0;0
09.358.105/0001-91;CETIP S.A. - BALC;2013-01-01;21792;37575;20;ON;0;261164836
09.358.105/0001-91;CETIP S.A. - BALC;2013-01-01;21792;37575;20;PN;0;0
09.358.105/0001-91;CETIP S.A. - BALC;2014-01-01;21792;47118;12;ON;0;262978823
09.358.105/0001-91;CETIP S.A. - BALC;2014-01-01;21792;47118;12;PN;0;0
09.358.105/0001-91;CETIP S.A. - BALC;2015-01-01;21792;55347;9;ON;0;262978823
